time_id,full_date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend,year_month,is_rainy_season,is_dengue_peak,is_school_holiday,is_ramadan,is_lebaran
625,2023-09-17,2023,3,9,September,37,6,Sunday,True,2023-09,False,False,False,False,False
626,2023-09-18,2023,3,9,September,38,0,Monday,False,2023-09,False,False,False,False,False
627,2023-09-19,2023,3,9,September,38,1,Tuesday,False,2023-09,False,False,False,False,False
628,2023-09-20,2023,3,9,September,38,2,Wednesday,False,2023-09,False,False,False,False,False
629,2023-09-21,2023,3,9,September,38,3,Thursday,False,2023-09,False,False,False,False,False
630,2023-09-22,2023,3,9,September,38,4,Friday,False,2023-09,False,False,False,False,False
631,2023-09-23,2023,3,9,September,38,5,Saturday,True,2023-09,False,False,False,False,False
632,2023-09-24,2023,3,9,September,38,6,Sunday,True,2023-09,False,False,False,False,False
633,2023-09-25,2023,3,9,September,39,0,Monday,False,2023-09,False,False,False,False,False
634,2023-09-26,2023,3,9,September,39,1,Tuesday,False,2023-09,False,False,False,False,False
635,2023-09-27,2023,3,9,September,39,2,Wednesday,False,2023-09,False,False,False,False,False
636,2023-09-28,2023,3,9,September,39,3,Thursday,False,2023-09,False,False,False,False,False
637,2023-09-29,2023,3,9,September,39,4,Friday,False,2023-09,False,False,False,False,False
638,2023-09-30,2023,3,9,September,39,5,Saturday,True,2023-09,False,False,False,False,False
639,2023-10-01,2023,4,10,October,39,6,Sunday,True,2023-10,True,False,False,False,False
640,2023-10-02,2023,4,10,October,40,0,Monday,False,2023-10,True,False,False,False,False
641,2023-10-03,2023,4,10,October,40,1,Tuesday,False,2023-10,True,False,False,False,False
642,2023-10-04,2023,4,10,October,40,2,Wednesday,False,2023-10,True,False,False,False,False
643,2023-10-05,2023,4,10,October,40,3,Thursday,False,2023-10,True,False,False,False,False
644,2023-10-06,2023,4,10,October,40,4,Friday,False,2023-10,True,False,False,False,False
645,2023-10-07,2023,4,10,October,40,5,Saturday,True,2023-10,True,False,False,False,False
646,2023-10-08,2023,4,10,October,40,6,Sunday,True,2023-10,True,False,False,False,False
647,2023-10-09,2023,4,10,October,41,0,Monday,False,2023-10,True,False,False,False,False
648,2023-10-10,2023,4,10,October,41,1,Tuesday,False,2023-10,True,False,False,False,False
649,2023-10-11,2023,4,10,October,41,2,Wednesday,False,2023-10,True,False,False,False,False
650,2023-10-12,2023,4,10,October,41,3,Thursday,False,2023-10,True,False,False,False,False
651,2023-10-13,2023,4,10,October,41,4,Friday,False,2023-10,True,False,False,False,False
652,2023-10-14,2023,4,10,October,41,5,Saturday,True,2023-10,True,False,False,False,False
653,2023-10-15,2023,4,10,October,41,6,Sunday,True,2023-10,True,False,False,False,False
654,2023-10-16,2023,4,10,October,42,0,Monday,False,2023-10,True,False,False,False,False
655,2023-10-17,2023,4,10,October,42,1,Tuesday,False,2023-10,True,False,False,False,False
656,2023-10-18,2023,4,10,October,42,2,Wednesday,False,2023-10,True,False,False,False,False
657,2023-10-19,2023,4,10,October,42,3,Thursday,False,2023-10,True,False,False,False,False
658,2023-10-20,2023,4,10,October,42,4,Friday,False,2023-10,True,False,False,False,False
659,2023-10-21,2023,4,10,October,42,5,Saturday,True,2023-10,True,False,False,False,False
660,2023-10-22,2023,4,10,October,42,6,Sunday,True,2023-10,True,False,False,False,False
661,2023-10-23,2023,4,10,October,43,0,Monday,False,2023-10,True,False,False,False,False
662,2023-10-24,2023,4,10,October,43,1,Tuesday,False,2023-10,True,False,False,False,False
663,2023-10-25,2023,4,10,October,43,2,Wednesday,False,2023-10,True,False,False,False,False
664,2023-10-26,2023,4,10,October,43,3,Thursday,False,2023-10,True,False,False,False,False
665,2023-10-27,2023,4,10,October,43,4,Friday,False,2023-10,True,False,False,False,False
666,2023-10-28,2023,4,10,October,43,5,Saturday,True,2023-10,True,False,False,False,False
667,2023-10-29,2023,4,10,October,43,6,Sunday,True,2023-10,True,False,False,False,False
668,2023-10-30,2023,4,10,October,44,0,Monday,False,2023-10,True,False,False,False,False
669,2023-10-31,2023,4,10,October,44,1,Tuesday,False,2023-10,True,False,False,False,False
670,2023-11-01,2023,4,11,November,44,2,Wednesday,False,2023-11,True,False,False,False,False
671,2023-11-02,2023,4,11,November,44,3,Thursday,False,2023-11,True,False,False,False,False
672,2023-11-03,2023,4,11,November,44,4,Friday,False,2023-11,True,False,False,False,False
673,2023-11-04,2023,4,11,November,44,5,Saturday,True,2023-11,True,False,False,False,False
674,2023-11-05,2023,4,11,November,44,6,Sunday,True,2023-11,True,False,False,False,False
675,2023-11-06,2023,4,11,November,45,0,Monday,False,2023-11,True,False,False,False,False
676,2023-11-07,2023,4,11,November,45,1,Tuesday,False,2023-11,True,False,False,False,False
677,2023-11-08,2023,4,11,November,45,2,Wednesday,False,2023-11,True,False,False,False,False
678,2023-11-09,2023,4,11,November,45,3,Thursday,False,2023-11,True,False,False,False,False
679,2023-11-10,2023,4,11,November,45,4,Friday,False,2023-11,True,False,False,False,False
680,2023-11-11,2023,4,11,November,45,5,Saturday,True,2023-11,True,False,False,False,False
681,2023-11-12,2023,4,11,November,45,6,Sunday,True,2023-11,True,False,False,False,False
682,2023-11-13,2023,4,11,November,46,0,Monday,False,2023-11,True,False,False,False,False
683,2023-11-14,2023,4,11,November,46,1,Tuesday,False,2023-11,True,False,False,False,False
684,2023-11-15,2023,4,11,November,46,2,Wednesday,False,2023-11,True,False,False,False,False
685,2023-11-16,2023,4,11,November,46,3,Thursday,False,2023-11,True,False,False,False,False
686,2023-11-17,2023,4,11,November,46,4,Friday,False,2023-11,True,False,False,False,False
687,2023-11-18,2023,4,11,November,46,5,Saturday,True,2023-11,True,False,False,False,False
688,2023-11-19,2023,4,11,November,46,6,Sunday,True,2023-11,True,False,False,False,False
689,2023-11-20,2023,4,11,November,47,0,Monday,False,2023-11,True,False,False,False,False
690,2023-11-21,2023,4,11,November,47,1,Tuesday,False,2023-11,True,False,False,False,False
691,2023-11-22,2023,4,11,November,47,2,Wednesday,False,2023-11,True,False,False,False,False
692,2023-11-23,2023,4,11,November,47,3,Thursday,False,2023-11,True,False,False,False,False
693,2023-11-24,2023,4,11,November,47,4,Friday,False,2023-11,True,False,False,False,False
694,2023-11-25,2023,4,11,November,47,5,Saturday,True,2023-11,True,False,False,False,False
695,2023-11-26,2023,4,11,November,47,6,Sunday,True,2023-11,True,False,False,False,False
696,2023-11-27,2023,4,11,November,48,0,Monday,False,2023-11,True,False,False,False,False
697,2023-11-28,2023,4,11,November,48,1,Tuesday,False,2023-11,True,False,False,False,False
698,2023-11-29,2023,4,11,November,48,2,Wednesday,False,2023-11,True,False,False,False,False
699,2023-11-30,2023,4,11,November,48,3,Thursday,False,2023-11,True,False,False,False,False
700,2023-12-01,2023,4,12,December,48,4,Friday,False,2023-12,True,False,True,False,False
701,2023-12-02,2023,4,12,December,48,5,Saturday,True,2023-12,True,False,True,False,False
702,2023-12-03,2023,4,12,December,48,6,Sunday,True,2023-12,True,False,True,False,False
703,2023-12-04,2023,4,12,December,49,0,Monday,False,2023-12,True,False,True,False,False
704,2023-12-05,2023,4,12,December,49,1,Tuesday,False,2023-12,True,False,True,False,False
705,2023-12-06,2023,4,12,December,49,2,Wednesday,False,2023-12,True,False,True,False,False
706,2023-12-07,2023,4,12,December,49,3,Thursday,False,2023-12,True,False,True,False,False
707,2023-12-08,2023,4,12,December,49,4,Friday,False,2023-12,True,False,True,False,False
708,2023-12-09,2023,4,12,December,49,5,Saturday,True,2023-12,True,False,True,False,False
709,2023-12-10,2023,4,12,December,49,6,Sunday,True,2023-12,True,False,True,False,False
710,2023-12-11,2023,4,12,December,50,0,Monday,False,2023-12,True,False,True,False,False
711,2023-12-12,2023,4,12,December,50,1,Tuesday,False,2023-12,True,False,True,False,False
712,2023-12-13,2023,4,12,December,50,2,Wednesday,False,2023-12,True,False,True,False,False
713,2023-12-14,2023,4,12,December,50,3,Thursday,False,2023-12,True,False,True,False,False
714,2023-12-15,2023,4,12,December,50,4,Friday,False,2023-12,True,False,True,False,False
715,2023-12-16,2023,4,12,December,50,5,Saturday,True,2023-12,True,False,True,False,False
716,2023-12-17,2023,4,12,December,50,6,Sunday,True,2023-12,True,False,True,False,False
717,2023-12-18,2023,4,12,December,51,0,Monday,False,2023-12,True,False,True,False,False
718,2023-12-19,2023,4,12,December,51,1,Tuesday,False,2023-12,True,False,True,False,False
719,2023-12-20,2023,4,12,December,51,2,Wednesday,False,2023-12,True,False,True,False,False
720,2023-12-21,2023,4,12,December,51,3,Thursday,False,2023-12,True,False,True,False,False
721,2023-12-22,2023,4,12,December,51,4,Friday,False,2023-12,True,False,True,False,False
722,2023-12-23,2023,4,12,December,51,5,Saturday,True,2023-12,True,False,True,False,False
723,2023-12-24,2023,4,12,December,51,6,Sunday,True,2023-12,True,False,True,False,False
724,2023-12-25,2023,4,12,December,52,0,Monday,False,2023-12,True,False,True,False,False
725,2023-12-26,2023,4,12,December,52,1,Tuesday,False,2023-12,True,False,True,False,False
726,2023-12-27,2023,4,12,December,52,2,Wednesday,False,2023-12,True,False,True,False,False
727,2023-12-28,2023,4,12,December,52,3,Thursday,False,2023-12,True,False,True,False,False
728,2023-12-29,2023,4,12,December,52,4,Friday,False,2023-12,True,False,True,False,False
729,2023-12-30,2023,4,12,December,52,5,Saturday,True,2023-12,True,False,True,False,False
730,2023-12-31,2023,4,12,December,52,6,Sunday,True,2023-12,True,False,True,False,False
731,2024-01-01,2024,1,1,January,1,0,Monday,False,2024-01,True,True,True,False,False
732,2024-01-02,2024,1,1,January,1,1,Tuesday,False,2024-01,True,True,True,False,False
733,2024-01-03,2024,1,1,January,1,2,Wednesday,False,2024-01,True,True,True,False,False
734,2024-01-04,2024,1,1,January,1,3,Thursday,False,2024-01,True,True,True,False,False
735,2024-01-05,2024,1,1,January,1,4,Friday,False,2024-01,True,True,True,False,False
736,2024-01-06,2024,1,1,January,1,5,Saturday,True,2024-01,True,True,True,False,False
737,2024-01-07,2024,1,1,January,1,6,Sunday,True,2024-01,True,True,True,False,False
738,2024-01-08,2024,1,1,January,2,0,Monday,False,2024-01,True,True,True,False,False
739,2024-01-09,2024,1,1,January,2,1,Tuesday,False,2024-01,True,True,True,False,False
740,2024-01-10,2024,1,1,January,2,2,Wednesday,False,2024-01,True,True,True,False,False
741,2024-01-11,2024,1,1,January,2,3,Thursday,False,2024-01,True,True,True,False,False
742,2024-01-12,2024,1,1,January,2,4,Friday,False,2024-01,True,True,True,False,False
743,2024-01-13,2024,1,1,January,2,5,Saturday,True,2024-01,True,True,True,False,False
744,2024-01-14,2024,1,1,January,2,6,Sunday,True,2024-01,True,True,True,False,False
745,2024-01-15,2024,1,1,January,3,0,Monday,False,2024-01,True,True,True,False,False
746,2024-01-16,2024,1,1,January,3,1,Tuesday,False,2024-01,True,True,True,False,False
747,2024-01-17,2024,1,1,January,3,2,Wednesday,False,2024-01,True,True,True,False,False
748,2024-01-18,2024,1,1,January,3,3,Thursday,False,2024-01,True,True,True,False,False
749,2024-01-19,2024,1,1,January,3,4,Friday,False,2024-01,True,True,True,False,False
750,2024-01-20,2024,1,1,January,3,5,Saturday,True,2024-01,True,True,True,False,False
751,2024-01-21,2024,1,1,January,3,6,Sunday,True,2024-01,True,True,True,False,False
752,2024-01-22,2024,1,1,January,4,0,Monday,False,2024-01,True,True,True,False,False
753,2024-01-23,2024,1,1,January,4,1,Tuesday,False,2024-01,True,True,True,False,False
754,2024-01-24,2024,1,1,January,4,2,Wednesday,False,2024-01,True,True,True,False,False
755,2024-01-25,2024,1,1,January,4,3,Thursday,False,2024-01,True,True,True,False,False
756,2024-01-26,2024,1,1,January,4,4,Friday,False,2024-01,True,True,True,False,False
757,2024-01-27,2024,1,1,January,4,5,Saturday,True,2024-01,True,True,True,False,False
758,2024-01-28,2024,1,1,January,4,6,Sunday,True,2024-01,True,True,True,False,False
759,2024-01-29,2024,1,1,January,5,0,Monday,False,2024-01,True,True,True,False,False
760,2024-01-30,2024,1,1,January,5,1,Tuesday,False,2024-01,True,True,True,False,False
761,2024-01-31,2024,1,1,January,5,2,Wednesday,False,2024-01,True,True,True,False,False
762,2024-02-01,2024,1,2,February,5,3,Thursday,False,2024-02,True,True,False,False,False
763,2024-02-02,2024,1,2,February,5,4,Friday,False,2024-02,True,True,False,False,False
764,2024-02-03,2024,1,2,February,5,5,Saturday,True,2024-02,True,True,False,False,False
765,2024-02-04,2024,1,2,February,5,6,Sunday,True,2024-02,True,True,False,False,False
766,2024-02-05,2024,1,2,February,6,0,Monday,False,2024-02,True,True,False,False,False
767,2024-02-06,2024,1,2,February,6,1,Tuesday,False,2024-02,True,True,False,False,False
768,2024-02-07,2024,1,2,February,6,2,Wednesday,False,2024-02,True,True,False,False,False
769,2024-02-08,2024,1,2,February,6,3,Thursday,False,2024-02,True,True,False,False,False
770,2024-02-09,2024,1,2,February,6,4,Friday,False,2024-02,True,True,False,False,False
771,2024-02-10,2024,1,2,February,6,5,Saturday,True,2024-02,True,True,False,False,False
772,2024-02-11,2024,1,2,February,6,6,Sunday,True,2024-02,True,True,False,False,False
773,2024-02-12,2024,1,2,February,7,0,Monday,False,2024-02,True,True,False,False,False
774,2024-02-13,2024,1,2,February,7,1,Tuesday,False,2024-02,True,True,False,False,False
775,2024-02-14,2024,1,2,February,7,2,Wednesday,False,2024-02,True,True,False,False,False
776,2024-02-15,2024,1,2,February,7,3,Thursday,False,2024-02,True,True,False,False,False
777,2024-02-16,2024,1,2,February,7,4,Friday,False,2024-02,True,True,False,False,False
778,2024-02-17,2024,1,2,February,7,5,Saturday,True,2024-02,True,True,False,False,False
779,2024-02-18,2024,1,2,February,7,6,Sunday,True,2024-02,True,True,False,False,False
780,2024-02-19,2024,1,2,February,8,0,Monday,False,2024-02,True,True,False,False,False
781,2024-02-20,2024,1,2,February,8,1,Tuesday,False,2024-02,True,True,False,False,False
782,2024-02-21,2024,1,2,February,8,2,Wednesday,False,2024-02,True,True,False,False,False
783,2024-02-22,2024,1,2,February,8,3,Thursday,False,2024-02,True,True,False,False,False
784,2024-02-23,2024,1,2,February,8,4,Friday,False,2024-02,True,True,False,False,False
785,2024-02-24,2024,1,2,February,8,5,Saturday,True,2024-02,True,True,False,False,False
786,2024-02-25,2024,1,2,February,8,6,Sunday,True,2024-02,True,True,False,False,False
787,2024-02-26,2024,1,2,February,9,0,Monday,False,2024-02,True,True,False,False,False
788,2024-02-27,2024,1,2,February,9,1,Tuesday,False,2024-02,True,True,False,False,False
789,2024-02-28,2024,1,2,February,9,2,Wednesday,False,2024-02,True,True,False,False,False
790,2024-02-29,2024,1,2,February,9,3,Thursday,False,2024-02,True,True,False,False,False
791,2024-03-01,2024,1,3,March,9,4,Friday,False,2024-03,True,True,False,True,False
792,2024-03-02,2024,1,3,March,9,5,Saturday,True,2024-03,True,True,False,True,False
793,2024-03-03,2024,1,3,March,9,6,Sunday,True,2024-03,True,True,False,True,False
794,2024-03-04,2024,1,3,March,10,0,Monday,False,2024-03,True,True,False,True,False
795,2024-03-05,2024,1,3,March,10,1,Tuesday,False,2024-03,True,True,False,True,False
796,2024-03-06,2024,1,3,March,10,2,Wednesday,False,2024-03,True,True,False,True,False
797,2024-03-07,2024,1,3,March,10,3,Thursday,False,2024-03,True,True,False,True,False
798,2024-03-08,2024,1,3,March,10,4,Friday,False,2024-03,True,True,False,True,False
799,2024-03-09,2024,1,3,March,10,5,Saturday,True,2024-03,True,True,False,True,False
800,2024-03-10,2024,1,3,March,10,6,Sunday,True,2024-03,True,True,False,True,False
801,2024-03-11,2024,1,3,March,11,0,Monday,False,2024-03,True,True,False,True,False
802,2024-03-12,2024,1,3,March,11,1,Tuesday,False,2024-03,True,True,False,True,False
803,2024-03-13,2024,1,3,March,11,2,Wednesday,False,2024-03,True,True,False,True,False
804,2024-03-14,2024,1,3,March,11,3,Thursday,False,2024-03,True,True,False,True,False
805,2024-03-15,2024,1,3,March,11,4,Friday,False,2024-03,True,True,False,True,False
806,2024-03-16,2024,1,3,March,11,5,Saturday,True,2024-03,True,True,False,True,False
807,2024-03-17,2024,1,3,March,11,6,Sunday,True,2024-03,True,True,False,True,False
808,2024-03-18,2024,1,3,March,12,0,Monday,False,2024-03,True,True,False,True,False
809,2024-03-19,2024,1,3,March,12,1,Tuesday,False,2024-03,True,True,False,True,False
810,2024-03-20,2024,1,3,March,12,2,Wednesday,False,2024-03,True,True,False,True,False
811,2024-03-21,2024,1,3,March,12,3,Thursday,False,2024-03,True,True,False,True,False
812,2024-03-22,2024,1,3,March,12,4,Friday,False,2024-03,True,True,False,True,False
813,2024-03-23,2024,1,3,March,12,5,Saturday,True,2024-03,True,True,False,True,False
814,2024-03-24,2024,1,3,March,12,6,Sunday,True,2024-03,True,True,False,True,False
815,2024-03-25,2024,1,3,March,13,0,Monday,False,2024-03,True,True,False,True,False
816,2024-03-26,2024,1,3,March,13,1,Tuesday,False,2024-03,True,True,False,True,False
817,2024-03-27,2024,1,3,March,13,2,Wednesday,False,2024-03,True,True,False,True,False
818,2024-03-28,2024,1,3,March,13,3,Thursday,False,2024-03,True,True,False,True,False
819,2024-03-29,2024,1,3,March,13,4,Friday,False,2024-03,True,True,False,True,False
820,2024-03-30,2024,1,3,March,13,5,Saturday,True,2024-03,True,True,False,True,False
821,2024-03-31,2024,1,3,March,13,6,Sunday,True,2024-03,True,True,False,True,False
822,2024-04-01,2024,2,4,April,14,0,Monday,False,2024-04,False,False,False,False,True
823,2024-04-02,2024,2,4,April,14,1,Tuesday,False,2024-04,False,False,False,False,True
824,2024-04-03,2024,2,4,April,14,2,Wednesday,False,2024-04,False,False,False,False,True
825,2024-04-04,2024,2,4,April,14,3,Thursday,False,2024-04,False,False,False,False,True
826,2024-04-05,2024,2,4,April,14,4,Friday,False,2024-04,False,False,False,False,True
827,2024-04-06,2024,2,4,April,14,5,Saturday,True,2024-04,False,False,False,False,True
828,2024-04-07,2024,2,4,April,14,6,Sunday,True,2024-04,False,False,False,False,True
829,2024-04-08,2024,2,4,April,15,0,Monday,False,2024-04,False,False,False,False,True
830,2024-04-09,2024,2,4,April,15,1,Tuesday,False,2024-04,False,False,False,False,True
831,2024-04-10,2024,2,4,April,15,2,Wednesday,False,2024-04,False,False,False,False,True
832,2024-04-11,2024,2,4,April,15,3,Thursday,False,2024-04,False,False,False,False,True
833,2024-04-12,2024,2,4,April,15,4,Friday,False,2024-04,False,False,False,False,True
834,2024-04-13,2024,2,4,April,15,5,Saturday,True,2024-04,False,False,False,False,True
835,2024-04-14,2024,2,4,April,15,6,Sunday,True,2024-04,False,False,False,False,True
836,2024-04-15,2024,2,4,April,16,0,Monday,False,2024-04,False,False,False,False,True
837,2024-04-16,2024,2,4,April,16,1,Tuesday,False,2024-04,False,False,False,False,True
838,2024-04-17,2024,2,4,April,16,2,Wednesday,False,2024-04,False,False,False,False,True
839,2024-04-18,2024,2,4,April,16,3,Thursday,False,2024-04,False,False,False,False,True
840,2024-04-19,2024,2,4,April,16,4,Friday,False,2024-04,False,False,False,False,True
841,2024-04-20,2024,2,4,April,16,5,Saturday,True,2024-04,False,False,False,False,True
842,2024-04-21,2024,2,4,April,16,6,Sunday,True,2024-04,False,False,False,False,True
843,2024-04-22,2024,2,4,April,17,0,Monday,False,2024-04,False,False,False,False,True
844,2024-04-23,2024,2,4,April,17,1,Tuesday,False,2024-04,False,False,False,False,True
845,2024-04-24,2024,2,4,April,17,2,Wednesday,False,2024-04,False,False,False,False,True
846,2024-04-25,2024,2,4,April,17,3,Thursday,False,2024-04,False,False,False,False,True
847,2024-04-26,2024,2,4,April,17,4,Friday,False,2024-04,False,False,False,False,True
848,2024-04-27,2024,2,4,April,17,5,Saturday,True,2024-04,False,False,False,False,True
849,2024-04-28,2024,2,4,April,17,6,Sunday,True,2024-04,False,False,False,False,True
850,2024-04-29,2024,2,4,April,18,0,Monday,False,2024-04,False,False,False,False,True
851,2024-04-30,2024,2,4,April,18,1,Tuesday,False,2024-04,False,False,False,False,True
852,2024-05-01,2024,2,5,May,18,2,Wednesday,False,2024-05,False,False,False,False,False
853,2024-05-02,2024,2,5,May,18,3,Thursday,False,2024-05,False,False,False,False,False
854,2024-05-03,2024,2,5,May,18,4,Friday,False,2024-05,False,False,False,False,False
855,2024-05-04,2024,2,5,May,18,5,Saturday,True,2024-05,False,False,False,False,False
856,2024-05-05,2024,2,5,May,18,6,Sunday,True,2024-05,False,False,False,False,False
857,2024-05-06,2024,2,5,May,19,0,Monday,False,2024-05,False,False,False,False,False
858,2024-05-07,2024,2,5,May,19,1,Tuesday,False,2024-05,False,False,False,False,False
859,2024-05-08,2024,2,5,May,19,2,Wednesday,False,2024-05,False,False,False,False,False
860,2024-05-09,2024,2,5,May,19,3,Thursday,False,2024-05,False,False,False,False,False
861,2024-05-10,2024,2,5,May,19,4,Friday,False,2024-05,False,False,False,False,False
862,2024-05-11,2024,2,5,May,19,5,Saturday,True,2024-05,False,False,False,False,False
863,2024-05-12,2024,2,5,May,19,6,Sunday,True,2024-05,False,False,False,False,False
864,2024-05-13,2024,2,5,May,20,0,Monday,False,2024-05,False,False,False,False,False
865,2024-05-14,2024,2,5,May,20,1,Tuesday,False,2024-05,False,False,False,False,False
866,2024-05-15,2024,2,5,May,20,2,Wednesday,False,2024-05,False,False,False,False,False
867,2024-05-16,2024,2,5,May,20,3,Thursday,False,2024-05,False,False,False,False,False
868,2024-05-17,2024,2,5,May,20,4,Friday,False,2024-05,False,False,False,False,False
869,2024-05-18,2024,2,5,May,20,5,Saturday,True,2024-05,False,False,False,False,False
870,2024-05-19,2024,2,5,May,20,6,Sunday,True,2024-05,False,False,False,False,False
871,2024-05-20,2024,2,5,May,21,0,Monday,False,2024-05,False,False,False,False,False
872,2024-05-21,2024,2,5,May,21,1,Tuesday,False,2024-05,False,False,False,False,False
873,2024-05-22,2024,2,5,May,21,2,Wednesday,False,2024-05,False,False,False,False,False
874,2024-05-23,2024,2,5,May,21,3,Thursday,False,2024-05,False,False,False,False,False
875,2024-05-24,2024,2,5,May,21,4,Friday,False,2024-05,False,False,False,False,False
876,2024-05-25,2024,2,5,May,21,5,Saturday,True,2024-05,False,False,False,False,False
877,2024-05-26,2024,2,5,May,21,6,Sunday,True,2024-05,False,False,False,False,False
878,2024-05-27,2024,2,5,May,22,0,Monday,False,2024-05,False,False,False,False,False
879,2024-05-28,2024,2,5,May,22,1,Tuesday,False,2024-05,False,False,False,False,False
880,2024-05-29,2024,2,5,May,22,2,Wednesday,False,2024-05,False,False,False,False,False
881,2024-05-30,2024,2,5,May,22,3,Thursday,False,2024-05,False,False,False,False,False
882,2024-05-31,2024,2,5,May,22,4,Friday,False,2024-05,False,False,False,False,False
883,2024-06-01,2024,2,6,June,22,5,Saturday,True,2024-06,False,False,True,False,False
884,2024-06-02,2024,2,6,June,22,6,Sunday,True,2024-06,False,False,True,False,False
885,2024-06-03,2024,2,6,June,23,0,Monday,False,2024-06,False,False,True,False,False
886,2024-06-04,2024,2,6,June,23,1,Tuesday,False,2024-06,False,False,True,False,False
887,2024-06-05,2024,2,6,June,23,2,Wednesday,False,2024-06,False,False,True,False,False
888,2024-06-06,2024,2,6,June,23,3,Thursday,False,2024-06,False,False,True,False,False
889,2024-06-07,2024,2,6,June,23,4,Friday,False,2024-06,False,False,True,False,False
890,2024-06-08,2024,2,6,June,23,5,Saturday,True,2024-06,False,False,True,False,False
891,2024-06-09,2024,2,6,June,23,6,Sunday,True,2024-06,False,False,True,False,False
892,2024-06-10,2024,2,6,June,24,0,Monday,False,2024-06,False,False,True,False,False
893,2024-06-11,2024,2,6,June,24,1,Tuesday,False,2024-06,False,False,True,False,False
894,2024-06-12,2024,2,6,June,24,2,Wednesday,False,2024-06,False,False,True,False,False
895,2024-06-13,2024,2,6,June,24,3,Thursday,False,2024-06,False,False,True,False,False
896,2024-06-14,2024,2,6,June,24,4,Friday,False,2024-06,False,False,True,False,False
897,2024-06-15,2024,2,6,June,24,5,Saturday,True,2024-06,False,False,True,False,False
898,2024-06-16,2024,2,6,June,24,6,Sunday,True,2024-06,False,False,True,False,False
899,2024-06-17,2024,2,6,June,25,0,Monday,False,2024-06,False,False,True,False,False
900,2024-06-18,2024,2,6,June,25,1,Tuesday,False,2024-06,False,False,True,False,False
901,2024-06-19,2024,2,6,June,25,2,Wednesday,False,2024-06,False,False,True,False,False
902,2024-06-20,2024,2,6,June,25,3,Thursday,False,2024-06,False,False,True,False,False
903,2024-06-21,2024,2,6,June,25,4,Friday,False,2024-06,False,False,True,False,False
904,2024-06-22,2024,2,6,June,25,5,Saturday,True,2024-06,False,False,True,False,False
905,2024-06-23,2024,2,6,June,25,6,Sunday,True,2024-06,False,False,True,False,False
906,2024-06-24,2024,2,6,June,26,0,Monday,False,2024-06,False,False,True,False,False
907,2024-06-25,2024,2,6,June,26,1,Tuesday,False,2024-06,False,False,True,False,False
908,2024-06-26,2024,2,6,June,26,2,Wednesday,False,2024-06,False,False,True,False,False
909,2024-06-27,2024,2,6,June,26,3,Thursday,False,2024-06,False,False,True,False,False
910,2024-06-28,2024,2,6,June,26,4,Friday,False,2024-06,False,False,True,False,False
911,2024-06-29,2024,2,6,June,26,5,Saturday,True,2024-06,False,False,True,False,False
912,2024-06-30,2024,2,6,June,26,6,Sunday,True,2024-06,False,False,True,False,False
913,2024-07-01,2024,3,7,July,27,0,Monday,False,2024-07,False,False,True,False,False
914,2024-07-02,2024,3,7,July,27,1,Tuesday,False,2024-07,False,False,True,False,False
915,2024-07-03,2024,3,7,July,27,2,Wednesday,False,2024-07,False,False,True,False,False
916,2024-07-04,2024,3,7,July,27,3,Thursday,False,2024-07,False,False,True,False,False
917,2024-07-05,2024,3,7,July,27,4,Friday,False,2024-07,False,False,True,False,False
918,2024-07-06,2024,3,7,July,27,5,Saturday,True,2024-07,False,False,True,False,False
919,2024-07-07,2024,3,7,July,27,6,Sunday,True,2024-07,False,False,True,False,False
920,2024-07-08,2024,3,7,July,28,0,Monday,False,2024-07,False,False,True,False,False
921,2024-07-09,2024,3,7,July,28,1,Tuesday,False,2024-07,False,False,True,False,False
922,2024-07-10,2024,3,7,July,28,2,Wednesday,False,2024-07,False,False,True,False,False
923,2024-07-11,2024,3,7,July,28,3,Thursday,False,2024-07,False,False,True,False,False
924,2024-07-12,2024,3,7,July,28,4,Friday,False,2024-07,False,False,True,False,False
925,2024-07-13,2024,3,7,July,28,5,Saturday,True,2024-07,False,False,True,False,False
926,2024-07-14,2024,3,7,July,28,6,Sunday,True,2024-07,False,False,True,False,False
927,2024-07-15,2024,3,7,July,29,0,Monday,False,2024-07,False,False,True,False,False
928,2024-07-16,2024,3,7,July,29,1,Tuesday,False,2024-07,False,False,True,False,False
929,2024-07-17,2024,3,7,July,29,2,Wednesday,False,2024-07,False,False,True,False,False
930,2024-07-18,2024,3,7,July,29,3,Thursday,False,2024-07,False,False,True,False,False
931,2024-07-19,2024,3,7,July,29,4,Friday,False,2024-07,False,False,True,False,False
932,2024-07-20,2024,3,7,July,29,5,Saturday,True,2024-07,False,False,True,False,False
933,2024-07-21,2024,3,7,July,29,6,Sunday,True,2024-07,False,False,True,False,False
934,2024-07-22,2024,3,7,July,30,0,Monday,False,2024-07,False,False,True,False,False
935,2024-07-23,2024,3,7,July,30,1,Tuesday,False,2024-07,False,False,True,False,False
936,2024-07-24,2024,3,7,July,30,2,Wednesday,False,2024-07,False,False,True,False,False
937,2024-07-25,2024,3,7,July,30,3,Thursday,False,2024-07,False,False,True,False,False
938,2024-07-26,2024,3,7,July,30,4,Friday,False,2024-07,False,False,True,False,False
939,2024-07-27,2024,3,7,July,30,5,Saturday,True,2024-07,False,False,True,False,False
940,2024-07-28,2024,3,7,July,30,6,Sunday,True,2024-07,False,False,True,False,False
