time_id,full_date,year,quarter,month,month_name,week_of_year,day_of_week,day_name,is_weekend,year_month,is_rainy_season,is_dengue_peak,is_school_holiday,is_ramadan,is_lebaran
309,2022-11-05,2022,4,11,November,44,5,Saturday,True,2022-11,True,False,False,False,False
310,2022-11-06,2022,4,11,November,44,6,Sunday,True,2022-11,True,False,False,False,False
311,2022-11-07,2022,4,11,November,45,0,Monday,False,2022-11,True,False,False,False,False
312,2022-11-08,2022,4,11,November,45,1,Tuesday,False,2022-11,True,False,False,False,False
313,2022-11-09,2022,4,11,November,45,2,Wednesday,False,2022-11,True,False,False,False,False
314,2022-11-10,2022,4,11,November,45,3,Thursday,False,2022-11,True,False,False,False,False
315,2022-11-11,2022,4,11,November,45,4,Friday,False,2022-11,True,False,False,False,False
316,2022-11-12,2022,4,11,November,45,5,Saturday,True,2022-11,True,False,False,False,False
317,2022-11-13,2022,4,11,November,45,6,Sunday,True,2022-11,True,False,False,False,False
318,2022-11-14,2022,4,11,November,46,0,Monday,False,2022-11,True,False,False,False,False
319,2022-11-15,2022,4,11,November,46,1,Tuesday,False,2022-11,True,False,False,False,False
320,2022-11-16,2022,4,11,November,46,2,Wednesday,False,2022-11,True,False,False,False,False
321,2022-11-17,2022,4,11,November,46,3,Thursday,False,2022-11,True,False,False,False,False
322,2022-11-18,2022,4,11,November,46,4,Friday,False,2022-11,True,False,False,False,False
323,2022-11-19,2022,4,11,November,46,5,Saturday,True,2022-11,True,False,False,False,False
324,2022-11-20,2022,4,11,November,46,6,Sunday,True,2022-11,True,False,False,False,False
325,2022-11-21,2022,4,11,November,47,0,Monday,False,2022-11,True,False,False,False,False
326,2022-11-22,2022,4,11,November,47,1,Tuesday,False,2022-11,True,False,False,False,False
327,2022-11-23,2022,4,11,November,47,2,Wednesday,False,2022-11,True,False,False,False,False
328,2022-11-24,2022,4,11,November,47,3,Thursday,False,2022-11,True,False,False,False,False
329,2022-11-25,2022,4,11,November,47,4,Friday,False,2022-11,True,False,False,False,False
330,2022-11-26,2022,4,11,November,47,5,Saturday,True,2022-11,True,False,False,False,False
331,2022-11-27,2022,4,11,November,47,6,Sunday,True,2022-11,True,False,False,False,False
332,2022-11-28,2022,4,11,November,48,0,Monday,False,2022-11,True,False,False,False,False
333,2022-11-29,2022,4,11,November,48,1,Tuesday,False,2022-11,True,False,False,False,False
334,2022-11-30,2022,4,11,November,48,2,Wednesday,False,2022-11,True,False,False,False,False
335,2022-12-01,2022,4,12,December,48,3,Thursday,False,2022-12,True,False,True,False,False
336,2022-12-02,2022,4,12,December,48,4,Friday,False,2022-12,True,False,True,False,False
337,2022-12-03,2022,4,12,December,48,5,Saturday,True,2022-12,True,False,True,False,False
338,2022-12-04,2022,4,12,December,48,6,Sunday,True,2022-12,True,False,True,False,False
339,2022-12-05,2022,4,12,December,49,0,Monday,False,2022-12,True,False,True,False,False
340,2022-12-06,2022,4,12,December,49,1,Tuesday,False,2022-12,True,False,True,False,False
341,2022-12-07,2022,4,12,December,49,2,Wednesday,False,2022-12,True,False,True,False,False
342,2022-12-08,2022,4,12,December,49,3,Thursday,False,2022-12,True,False,True,False,False
343,2022-12-09,2022,4,12,December,49,4,Friday,False,2022-12,True,False,True,False,False
344,2022-12-10,2022,4,12,December,49,5,Saturday,True,2022-12,True,False,True,False,False
345,2022-12-11,2022,4,12,December,49,6,Sunday,True,2022-12,True,False,True,False,False
346,2022-12-12,2022,4,12,December,50,0,Monday,False,2022-12,True,False,True,False,False
347,2022-12-13,2022,4,12,December,50,1,Tuesday,False,2022-12,True,False,True,False,False
348,2022-12-14,2022,4,12,December,50,2,Wednesday,False,2022-12,True,False,True,False,False
349,2022-12-15,2022,4,12,December,50,3,Thursday,False,2022-12,True,False,True,False,False
350,2022-12-16,2022,4,12,December,50,4,Friday,False,2022-12,True,False,True,False,False
351,2022-12-17,2022,4,12,December,50,5,Saturday,True,2022-12,True,False,True,False,False
352,2022-12-18,2022,4,12,December,50,6,Sunday,True,2022-12,True,False,True,False,False
353,2022-12-19,2022,4,12,December,51,0,Monday,False,2022-12,True,False,True,False,False
354,2022-12-20,2022,4,12,December,51,1,Tuesday,False,2022-12,True,False,True,False,False
355,2022-12-21,2022,4,12,December,51,2,Wednesday,False,2022-12,True,False,True,False,False
356,2022-12-22,2022,4,12,December,51,3,Thursday,False,2022-12,True,False,True,False,False
357,2022-12-23,2022,4,12,December,51,4,Friday,False,2022-12,True,False,True,False,False
358,2022-12-24,2022,4,12,December,51,5,Saturday,True,2022-12,True,False,True,False,False
359,2022-12-25,2022,4,12,December,51,6,Sunday,True,2022-12,True,False,True,False,False
360,2022-12-26,2022,4,12,December,52,0,Monday,False,2022-12,True,False,True,False,False
361,2022-12-27,2022,4,12,December,52,1,Tuesday,False,2022-12,True,False,True,False,False
362,2022-12-28,2022,4,12,December,52,2,Wednesday,False,2022-12,True,False,True,False,False
363,2022-12-29,2022,4,12,December,52,3,Thursday,False,2022-12,True,False,True,False,False
364,2022-12-30,2022,4,12,December,52,4,Friday,False,2022-12,True,False,True,False,False
365,2022-12-31,2022,4,12,December,52,5,Saturday,True,2022-12,True,False,True,False,False
366,2023-01-01,2023,1,1,January,52,6,Sunday,True,2023-01,True,True,True,False,False
367,2023-01-02,2023,1,1,January,1,0,Monday,False,2023-01,True,True,True,False,False
368,2023-01-03,2023,1,1,January,1,1,Tuesday,False,2023-01,True,True,True,False,False
369,2023-01-04,2023,1,1,January,1,2,Wednesday,False,2023-01,True,True,True,False,False
370,2023-01-05,2023,1,1,January,1,3,Thursday,False,2023-01,True,True,True,False,False
371,2023-01-06,2023,1,1,January,1,4,Friday,False,2023-01,True,True,True,False,False
372,2023-01-07,2023,1,1,January,1,5,Saturday,True,2023-01,True,True,True,False,False
373,2023-01-08,2023,1,1,January,1,6,Sunday,True,2023-01,True,True,True,False,False
374,2023-01-09,2023,1,1,January,2,0,Monday,False,2023-01,True,True,True,False,False
375,2023-01-10,2023,1,1,January,2,1,Tuesday,False,2023-01,True,True,True,False,False
376,2023-01-11,2023,1,1,January,2,2,Wednesday,False,2023-01,True,True,True,False,False
377,2023-01-12,2023,1,1,January,2,3,Thursday,False,2023-01,True,True,True,False,False
378,2023-01-13,2023,1,1,January,2,4,Friday,False,2023-01,True,True,True,False,False
379,2023-01-14,2023,1,1,January,2,5,Saturday,True,2023-01,True,True,True,False,False
380,2023-01-15,2023,1,1,January,2,6,Sunday,True,2023-01,True,True,True,False,False
381,2023-01-16,2023,1,1,January,3,0,Monday,False,2023-01,True,True,True,False,False
382,2023-01-17,2023,1,1,January,3,1,Tuesday,False,2023-01,True,True,True,False,False
383,2023-01-18,2023,1,1,January,3,2,Wednesday,False,2023-01,True,True,True,False,False
384,2023-01-19,2023,1,1,January,3,3,Thursday,False,2023-01,True,True,True,False,False
385,2023-01-20,2023,1,1,January,3,4,Friday,False,2023-01,True,True,True,False,False
386,2023-01-21,2023,1,1,January,3,5,Saturday,True,2023-01,True,True,True,False,False
387,2023-01-22,2023,1,1,January,3,6,Sunday,True,2023-01,True,True,True,False,False
388,2023-01-23,2023,1,1,January,4,0,Monday,False,2023-01,True,True,True,False,False
389,2023-01-24,2023,1,1,January,4,1,Tuesday,False,2023-01,True,True,True,False,False
390,2023-01-25,2023,1,1,January,4,2,Wednesday,False,2023-01,True,True,True,False,False
391,2023-01-26,2023,1,1,January,4,3,Thursday,False,2023-01,True,True,True,False,False
392,2023-01-27,2023,1,1,January,4,4,Friday,False,2023-01,True,True,True,False,False
393,2023-01-28,2023,1,1,January,4,5,Saturday,True,2023-01,True,True,True,False,False
394,2023-01-29,2023,1,1,January,4,6,Sunday,True,2023-01,True,True,True,False,False
395,2023-01-30,2023,1,1,January,5,0,Monday,False,2023-01,True,True,True,False,False
396,2023-01-31,2023,1,1,January,5,1,Tuesday,False,2023-01,True,True,True,False,False
397,2023-02-01,2023,1,2,February,5,2,Wednesday,False,2023-02,True,True,False,False,False
398,2023-02-02,2023,1,2,February,5,3,Thursday,False,2023-02,True,True,False,False,False
399,2023-02-03,2023,1,2,February,5,4,Friday,False,2023-02,True,True,False,False,False
400,2023-02-04,2023,1,2,February,5,5,Saturday,True,2023-02,True,True,False,False,False
401,2023-02-05,2023,1,2,February,5,6,Sunday,True,2023-02,True,True,False,False,False
402,2023-02-06,2023,1,2,February,6,0,Monday,False,2023-02,True,True,False,False,False
403,2023-02-07,2023,1,2,February,6,1,Tuesday,False,2023-02,True,True,False,False,False
404,2023-02-08,2023,1,2,February,6,2,Wednesday,False,2023-02,True,True,False,False,False
405,2023-02-09,2023,1,2,February,6,3,Thursday,False,2023-02,True,True,False,False,False
406,2023-02-10,2023,1,2,February,6,4,Friday,False,2023-02,True,True,False,False,False
407,2023-02-11,2023,1,2,February,6,5,Saturday,True,2023-02,True,True,False,False,False
408,2023-02-12,2023,1,2,February,6,6,Sunday,True,2023-02,True,True,False,False,False
409,2023-02-13,2023,1,2,February,7,0,Monday,False,2023-02,True,True,False,False,False
410,2023-02-14,2023,1,2,February,7,1,Tuesday,False,2023-02,True,True,False,False,False
411,2023-02-15,2023,1,2,February,7,2,Wednesday,False,2023-02,True,True,False,False,False
412,2023-02-16,2023,1,2,February,7,3,Thursday,False,2023-02,True,True,False,False,False
413,2023-02-17,2023,1,2,February,7,4,Friday,False,2023-02,True,True,False,False,False
414,2023-02-18,2023,1,2,February,7,5,Saturday,True,2023-02,True,True,False,False,False
415,2023-02-19,2023,1,2,February,7,6,Sunday,True,2023-02,True,True,False,False,False
416,2023-02-20,2023,1,2,February,8,0,Monday,False,2023-02,True,True,False,False,False
417,2023-02-21,2023,1,2,February,8,1,Tuesday,False,2023-02,True,True,False,False,False
418,2023-02-22,2023,1,2,February,8,2,Wednesday,False,2023-02,True,True,False,False,False
419,2023-02-23,2023,1,2,February,8,3,Thursday,False,2023-02,True,True,False,False,False
420,2023-02-24,2023,1,2,February,8,4,Friday,False,2023-02,True,True,False,False,False
421,2023-02-25,2023,1,2,February,8,5,Saturday,True,2023-02,True,True,False,False,False
422,2023-02-26,2023,1,2,February,8,6,Sunday,True,2023-02,True,True,False,False,False
423,2023-02-27,2023,1,2,February,9,0,Monday,False,2023-02,True,True,False,False,False
424,2023-02-28,2023,1,2,February,9,1,Tuesday,False,2023-02,True,True,False,False,False
425,2023-03-01,2023,1,3,March,9,2,Wednesday,False,2023-03,True,True,False,True,False
426,2023-03-02,2023,1,3,March,9,3,Thursday,False,2023-03,True,True,False,True,False
427,2023-03-03,2023,1,3,March,9,4,Friday,False,2023-03,True,True,False,True,False
428,2023-03-04,2023,1,3,March,9,5,Saturday,True,2023-03,True,True,False,True,False
429,2023-03-05,2023,1,3,March,9,6,Sunday,True,2023-03,True,True,False,True,False
430,2023-03-06,2023,1,3,March,10,0,Monday,False,2023-03,True,True,False,True,False
431,2023-03-07,2023,1,3,March,10,1,Tuesday,False,2023-03,True,True,False,True,False
432,2023-03-08,2023,1,3,March,10,2,Wednesday,False,2023-03,True,True,False,True,False
433,2023-03-09,2023,1,3,March,10,3,Thursday,False,2023-03,True,True,False,True,False
434,2023-03-10,2023,1,3,March,10,4,Friday,False,2023-03,True,True,False,True,False
435,2023-03-11,2023,1,3,March,10,5,Saturday,True,2023-03,True,True,False,True,False
436,2023-03-12,2023,1,3,March,10,6,Sunday,True,2023-03,True,True,False,True,False
437,2023-03-13,2023,1,3,March,11,0,Monday,False,2023-03,True,True,False,True,False
438,2023-03-14,2023,1,3,March,11,1,Tuesday,False,2023-03,True,True,False,True,False
439,2023-03-15,2023,1,3,March,11,2,Wednesday,False,2023-03,True,True,False,True,False
440,2023-03-16,2023,1,3,March,11,3,Thursday,False,2023-03,True,True,False,True,False
441,2023-03-17,2023,1,3,March,11,4,Friday,False,2023-03,True,True,False,True,False
442,2023-03-18,2023,1,3,March,11,5,Saturday,True,2023-03,True,True,False,True,False
443,2023-03-19,2023,1,3,March,11,6,Sunday,True,2023-03,True,True,False,True,False
444,2023-03-20,2023,1,3,March,12,0,Monday,False,2023-03,True,True,False,True,False
445,2023-03-21,2023,1,3,March,12,1,Tuesday,False,2023-03,True,True,False,True,False
446,2023-03-22,2023,1,3,March,12,2,Wednesday,False,2023-03,True,True,False,True,False
447,2023-03-23,2023,1,3,March,12,3,Thursday,False,2023-03,True,True,False,True,False
448,2023-03-24,2023,1,3,March,12,4,Friday,False,2023-03,True,True,False,True,False
449,2023-03-25,2023,1,3,March,12,5,Saturday,True,2023-03,True,True,False,True,False
450,2023-03-26,2023,1,3,March,12,6,Sunday,True,2023-03,True,True,False,True,False
451,2023-03-27,2023,1,3,March,13,0,Monday,False,2023-03,True,True,False,True,False
452,2023-03-28,2023,1,3,March,13,1,Tuesday,False,2023-03,True,True,False,True,False
453,2023-03-29,2023,1,3,March,13,2,Wednesday,False,2023-03,True,True,False,True,False
454,2023-03-30,2023,1,3,March,13,3,Thursday,False,2023-03,True,True,False,True,False
455,2023-03-31,2023,1,3,March,13,4,Friday,False,2023-03,True,True,False,True,False
456,2023-04-01,2023,2,4,April,13,5,Saturday,True,2023-04,False,False,False,True,True
457,2023-04-02,2023,2,4,April,13,6,Sunday,True,2023-04,False,False,False,True,True
458,2023-04-03,2023,2,4,April,14,0,Monday,False,2023-04,False,False,False,True,True
459,2023-04-04,2023,2,4,April,14,1,Tuesday,False,2023-04,False,False,False,True,True
460,2023-04-05,2023,2,4,April,14,2,Wednesday,False,2023-04,False,False,False,True,True
461,2023-04-06,2023,2,4,April,14,3,Thursday,False,2023-04,False,False,False,True,True
462,2023-04-07,2023,2,4,April,14,4,Friday,False,2023-04,False,False,False,True,True
463,2023-04-08,2023,2,4,April,14,5,Saturday,True,2023-04,False,False,False,True,True
464,2023-04-09,2023,2,4,April,14,6,Sunday,True,2023-04,False,False,False,True,True
465,2023-04-10,2023,2,4,April,15,0,Monday,False,2023-04,False,False,False,True,True
466,2023-04-11,2023,2,4,April,15,1,Tuesday,False,2023-04,False,False,False,True,True
467,2023-04-12,2023,2,4,April,15,2,Wednesday,False,2023-04,False,False,False,True,True
468,2023-04-13,2023,2,4,April,15,3,Thursday,False,2023-04,False,False,False,True,True
469,2023-04-14,2023,2,4,April,15,4,Friday,False,2023-04,False,False,False,True,True
470,2023-04-15,2023,2,4,April,15,5,Saturday,True,2023-04,False,False,False,True,True
471,2023-04-16,2023,2,4,April,15,6,Sunday,True,2023-04,False,False,False,True,True
472,2023-04-17,2023,2,4,April,16,0,Monday,False,2023-04,False,False,False,True,True
473,2023-04-18,2023,2,4,April,16,1,Tuesday,False,2023-04,False,False,False,True,True
474,2023-04-19,2023,2,4,April,16,2,Wednesday,False,2023-04,False,False,False,True,True
475,2023-04-20,2023,2,4,April,16,3,Thursday,False,2023-04,False,False,False,True,True
476,2023-04-21,2023,2,4,April,16,4,Friday,False,2023-04,False,False,False,True,True
477,2023-04-22,2023,2,4,April,16,5,Saturday,True,2023-04,False,False,False,True,True
478,2023-04-23,2023,2,4,April,16,6,Sunday,True,2023-04,False,False,False,True,True
479,2023-04-24,2023,2,4,April,17,0,Monday,False,2023-04,False,False,False,True,True
480,2023-04-25,2023,2,4,April,17,1,Tuesday,False,2023-04,False,False,False,True,True
481,2023-04-26,2023,2,4,April,17,2,Wednesday,False,2023-04,False,False,False,True,True
482,2023-04-27,2023,2,4,April,17,3,Thursday,False,2023-04,False,False,False,True,True
483,2023-04-28,2023,2,4,April,17,4,Friday,False,2023-04,False,False,False,True,True
484,2023-04-29,2023,2,4,April,17,5,Saturday,True,2023-04,False,False,False,True,True
485,2023-04-30,2023,2,4,April,17,6,Sunday,True,2023-04,False,False,False,True,True
486,2023-05-01,2023,2,5,May,18,0,Monday,False,2023-05,False,False,False,False,True
487,2023-05-02,2023,2,5,May,18,1,Tuesday,False,2023-05,False,False,False,False,True
488,2023-05-03,2023,2,5,May,18,2,Wednesday,False,2023-05,False,False,False,False,True
489,2023-05-04,2023,2,5,May,18,3,Thursday,False,2023-05,False,False,False,False,True
490,2023-05-05,2023,2,5,May,18,4,Friday,False,2023-05,False,False,False,False,True
491,2023-05-06,2023,2,5,May,18,5,Saturday,True,2023-05,False,False,False,False,True
492,2023-05-07,2023,2,5,May,18,6,Sunday,True,2023-05,False,False,False,False,True
493,2023-05-08,2023,2,5,May,19,0,Monday,False,2023-05,False,False,False,False,True
494,2023-05-09,2023,2,5,May,19,1,Tuesday,False,2023-05,False,False,False,False,True
495,2023-05-10,2023,2,5,May,19,2,Wednesday,False,2023-05,False,False,False,False,True
496,2023-05-11,2023,2,5,May,19,3,Thursday,False,2023-05,False,False,False,False,True
497,2023-05-12,2023,2,5,May,19,4,Friday,False,2023-05,False,False,False,False,True
498,2023-05-13,2023,2,5,May,19,5,Saturday,True,2023-05,False,False,False,False,True
499,2023-05-14,2023,2,5,May,19,6,Sunday,True,2023-05,False,False,False,False,True
500,2023-05-15,2023,2,5,May,20,0,Monday,False,2023-05,False,False,False,False,True
501,2023-05-16,2023,2,5,May,20,1,Tuesday,False,2023-05,False,False,False,False,True
502,2023-05-17,2023,2,5,May,20,2,Wednesday,False,2023-05,False,False,False,False,True
503,2023-05-18,2023,2,5,May,20,3,Thursday,False,2023-05,False,False,False,False,True
504,2023-05-19,2023,2,5,May,20,4,Friday,False,2023-05,False,False,False,False,True
505,2023-05-20,2023,2,5,May,20,5,Saturday,True,2023-05,False,False,False,False,True
506,2023-05-21,2023,2,5,May,20,6,Sunday,True,2023-05,False,False,False,False,True
507,2023-05-22,2023,2,5,May,21,0,Monday,False,2023-05,False,False,False,False,True
508,2023-05-23,2023,2,5,May,21,1,Tuesday,False,2023-05,False,False,False,False,True
509,2023-05-24,2023,2,5,May,21,2,Wednesday,False,2023-05,False,False,False,False,True
510,2023-05-25,2023,2,5,May,21,3,Thursday,False,2023-05,False,False,False,False,True
511,2023-05-26,2023,2,5,May,21,4,Friday,False,2023-05,False,False,False,False,True
512,2023-05-27,2023,2,5,May,21,5,Saturday,True,2023-05,False,False,False,False,True
513,2023-05-28,2023,2,5,May,21,6,Sunday,True,2023-05,False,False,False,False,True
514,2023-05-29,2023,2,5,May,22,0,Monday,False,2023-05,False,False,False,False,True
515,2023-05-30,2023,2,5,May,22,1,Tuesday,False,2023-05,False,False,False,False,True
516,2023-05-31,2023,2,5,May,22,2,Wednesday,False,2023-05,False,False,False,False,True
517,2023-06-01,2023,2,6,June,22,3,Thursday,False,2023-06,False,False,True,False,False
518,2023-06-02,2023,2,6,June,22,4,Friday,False,2023-06,False,False,True,False,False
519,2023-06-03,2023,2,6,June,22,5,Saturday,True,2023-06,False,False,True,False,False
520,2023-06-04,2023,2,6,June,22,6,Sunday,True,2023-06,False,False,True,False,False
521,2023-06-05,2023,2,6,June,23,0,Monday,False,2023-06,False,False,True,False,False
522,2023-06-06,2023,2,6,June,23,1,Tuesday,False,2023-06,False,False,True,False,False
523,2023-06-07,2023,2,6,June,23,2,Wednesday,False,2023-06,False,False,True,False,False
524,2023-06-08,2023,2,6,June,23,3,Thursday,False,2023-06,False,False,True,False,False
525,2023-06-09,2023,2,6,June,23,4,Friday,False,2023-06,False,False,True,False,False
526,2023-06-10,2023,2,6,June,23,5,Saturday,True,2023-06,False,False,True,False,False
527,2023-06-11,2023,2,6,June,23,6,Sunday,True,2023-06,False,False,True,False,False
528,2023-06-12,2023,2,6,June,24,0,Monday,False,2023-06,False,False,True,False,False
529,2023-06-13,2023,2,6,June,24,1,Tuesday,False,2023-06,False,False,True,False,False
530,2023-06-14,2023,2,6,June,24,2,Wednesday,False,2023-06,False,False,True,False,False
531,2023-06-15,2023,2,6,June,24,3,Thursday,False,2023-06,False,False,True,False,False
532,2023-06-16,2023,2,6,June,24,4,Friday,False,2023-06,False,False,True,False,False
533,2023-06-17,2023,2,6,June,24,5,Saturday,True,2023-06,False,False,True,False,False
534,2023-06-18,2023,2,6,June,24,6,Sunday,True,2023-06,False,False,True,False,False
535,2023-06-19,2023,2,6,June,25,0,Monday,False,2023-06,False,False,True,False,False
536,2023-06-20,2023,2,6,June,25,1,Tuesday,False,2023-06,False,False,True,False,False
537,2023-06-21,2023,2,6,June,25,2,Wednesday,False,2023-06,False,False,True,False,False
538,2023-06-22,2023,2,6,June,25,3,Thursday,False,2023-06,False,False,True,False,False
539,2023-06-23,2023,2,6,June,25,4,Friday,False,2023-06,False,False,True,False,False
540,2023-06-24,2023,2,6,June,25,5,Saturday,True,2023-06,False,False,True,False,False
541,2023-06-25,2023,2,6,June,25,6,Sunday,True,2023-06,False,False,True,False,False
542,2023-06-26,2023,2,6,June,26,0,Monday,False,2023-06,False,False,True,False,False
543,2023-06-27,2023,2,6,June,26,1,Tuesday,False,2023-06,False,False,True,False,False
544,2023-06-28,2023,2,6,June,26,2,Wednesday,False,2023-06,False,False,True,False,False
545,2023-06-29,2023,2,6,June,26,3,Thursday,False,2023-06,False,False,True,False,False
546,2023-06-30,2023,2,6,June,26,4,Friday,False,2023-06,False,False,True,False,False
547,2023-07-01,2023,3,7,July,26,5,Saturday,True,2023-07,False,False,True,False,False
548,2023-07-02,2023,3,7,July,26,6,Sunday,True,2023-07,False,False,True,False,False
549,2023-07-03,2023,3,7,July,27,0,Monday,False,2023-07,False,False,True,False,False
550,2023-07-04,2023,3,7,July,27,1,Tuesday,False,2023-07,False,False,True,False,False
551,2023-07-05,2023,3,7,July,27,2,Wednesday,False,2023-07,False,False,True,False,False
552,2023-07-06,2023,3,7,July,27,3,Thursday,False,2023-07,False,False,True,False,False
553,2023-07-07,2023,3,7,July,27,4,Friday,False,2023-07,False,False,True,False,False
554,2023-07-08,2023,3,7,July,27,5,Saturday,True,2023-07,False,False,True,False,False
555,2023-07-09,2023,3,7,July,27,6,Sunday,True,2023-07,False,False,True,False,False
556,2023-07-10,2023,3,7,July,28,0,Monday,False,2023-07,False,False,True,False,False
557,2023-07-11,2023,3,7,July,28,1,Tuesday,False,2023-07,False,False,True,False,False
558,2023-07-12,2023,3,7,July,28,2,Wednesday,False,2023-07,False,False,True,False,False
559,2023-07-13,2023,3,7,July,28,3,Thursday,False,2023-07,False,False,True,False,False
560,2023-07-14,2023,3,7,July,28,4,Friday,False,2023-07,False,False,True,False,False
561,2023-07-15,2023,3,7,July,28,5,Saturday,True,2023-07,False,False,True,False,False
562,2023-07-16,2023,3,7,July,28,6,Sunday,True,2023-07,False,False,True,False,False
563,2023-07-17,2023,3,7,July,29,0,Monday,False,2023-07,False,False,True,False,False
564,2023-07-18,2023,3,7,July,29,1,Tuesday,False,2023-07,False,False,True,False,False
565,2023-07-19,2023,3,7,July,29,2,Wednesday,False,2023-07,False,False,True,False,False
566,2023-07-20,2023,3,7,July,29,3,Thursday,False,2023-07,False,False,True,False,False
567,2023-07-21,2023,3,7,July,29,4,Friday,False,2023-07,False,False,True,False,False
568,2023-07-22,2023,3,7,July,29,5,Saturday,True,2023-07,False,False,True,False,False
569,2023-07-23,2023,3,7,July,29,6,Sunday,True,2023-07,False,False,True,False,False
570,2023-07-24,2023,3,7,July,30,0,Monday,False,2023-07,False,False,True,False,False
571,2023-07-25,2023,3,7,July,30,1,Tuesday,False,2023-07,False,False,True,False,False
572,2023-07-26,2023,3,7,July,30,2,Wednesday,False,2023-07,False,False,True,False,False
573,2023-07-27,2023,3,7,July,30,3,Thursday,False,2023-07,False,False,True,False,False
574,2023-07-28,2023,3,7,July,30,4,Friday,False,2023-07,False,False,True,False,False
575,2023-07-29,2023,3,7,July,30,5,Saturday,True,2023-07,False,False,True,False,False
576,2023-07-30,2023,3,7,July,30,6,Sunday,True,2023-07,False,False,True,False,False
577,2023-07-31,2023,3,7,July,31,0,Monday,False,2023-07,False,False,True,False,False
578,2023-08-01,2023,3,8,August,31,1,Tuesday,False,2023-08,False,False,False,False,False
579,2023-08-02,2023,3,8,August,31,2,Wednesday,False,2023-08,False,False,False,False,False
580,2023-08-03,2023,3,8,August,31,3,Thursday,False,2023-08,False,False,False,False,False
581,2023-08-04,2023,3,8,August,31,4,Friday,False,2023-08,False,False,False,False,False
582,2023-08-05,2023,3,8,August,31,5,Saturday,True,2023-08,False,False,False,False,False
583,2023-08-06,2023,3,8,August,31,6,Sunday,True,2023-08,False,False,False,False,False
584,2023-08-07,2023,3,8,August,32,0,Monday,False,2023-08,False,False,False,False,False
585,2023-08-08,2023,3,8,August,32,1,Tuesday,False,2023-08,False,False,False,False,False
586,2023-08-09,2023,3,8,August,32,2,Wednesday,False,2023-08,False,False,False,False,False
587,2023-08-10,2023,3,8,August,32,3,Thursday,False,2023-08,False,False,False,False,False
588,2023-08-11,2023,3,8,August,32,4,Friday,False,2023-08,False,False,False,False,False
589,2023-08-12,2023,3,8,August,32,5,Saturday,True,2023-08,False,False,False,False,False
590,2023-08-13,2023,3,8,August,32,6,Sunday,True,2023-08,False,False,False,False,False
591,2023-08-14,2023,3,8,August,33,0,Monday,False,2023-08,False,False,False,False,False
592,2023-08-15,2023,3,8,August,33,1,Tuesday,False,2023-08,False,False,False,False,False
593,2023-08-16,2023,3,8,August,33,2,Wednesday,False,2023-08,False,False,False,False,False
594,2023-08-17,2023,3,8,August,33,3,Thursday,False,2023-08,False,False,False,False,False
595,2023-08-18,2023,3,8,August,33,4,Friday,False,2023-08,False,False,False,False,False
596,2023-08-19,2023,3,8,August,33,5,Saturday,True,2023-08,False,False,False,False,False
597,2023-08-20,2023,3,8,August,33,6,Sunday,True,2023-08,False,False,False,False,False
598,2023-08-21,2023,3,8,August,34,0,Monday,False,2023-08,False,False,False,False,False
599,2023-08-22,2023,3,8,August,34,1,Tuesday,False,2023-08,False,False,False,False,False
600,2023-08-23,2023,3,8,August,34,2,Wednesday,False,2023-08,False,False,False,False,False
601,2023-08-24,2023,3,8,August,34,3,Thursday,False,2023-08,False,False,False,False,False
602,2023-08-25,2023,3,8,August,34,4,Friday,False,2023-08,False,False,False,False,False
603,2023-08-26,2023,3,8,August,34,5,Saturday,True,2023-08,False,False,False,False,False
604,2023-08-27,2023,3,8,August,34,6,Sunday,True,2023-08,False,False,False,False,False
605,2023-08-28,2023,3,8,August,35,0,Monday,False,2023-08,False,False,False,False,False
606,2023-08-29,2023,3,8,August,35,1,Tuesday,False,2023-08,False,False,False,False,False
607,2023-08-30,2023,3,8,August,35,2,Wednesday,False,2023-08,False,False,False,False,False
608,2023-08-31,2023,3,8,August,35,3,Thursday,False,2023-08,False,False,False,False,False
609,2023-09-01,2023,3,9,September,35,4,Friday,False,2023-09,False,False,False,False,False
610,2023-09-02,2023,3,9,September,35,5,Saturday,True,2023-09,False,False,False,False,False
611,2023-09-03,2023,3,9,September,35,6,Sunday,True,2023-09,False,False,False,False,False
612,2023-09-04,2023,3,9,September,36,0,Monday,False,2023-09,False,False,False,False,False
613,2023-09-05,2023,3,9,September,36,1,Tuesday,False,2023-09,False,False,False,False,False
614,2023-09-06,2023,3,9,September,36,2,Wednesday,False,2023-09,False,False,False,False,False
615,2023-09-07,2023,3,9,September,36,3,Thursday,False,2023-09,False,False,False,False,False
616,2023-09-08,2023,3,9,September,36,4,Friday,False,2023-09,False,False,False,False,False
617,2023-09-09,2023,3,9,September,36,5,Saturday,True,2023-09,False,False,False,False,False
618,2023-09-10,2023,3,9,September,36,6,Sunday,True,2023-09,False,False,False,False,False
619,2023-09-11,2023,3,9,September,37,0,Monday,False,2023-09,False,False,False,False,False
620,2023-09-12,2023,3,9,September,37,1,Tuesday,False,2023-09,False,False,False,False,False
621,2023-09-13,2023,3,9,September,37,2,Wednesday,False,2023-09,False,False,False,False,False
622,2023-09-14,2023,3,9,September,37,3,Thursday,False,2023-09,False,False,False,False,False
623,2023-09-15,2023,3,9,September,37,4,Friday,False,2023-09,False,False,False,False,False
624,2023-09-16,2023,3,9,September,37,5,Saturday,True,2023-09,False,False,False,False,False
